mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
71	70	415/2	415/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	702											
71	70	208	208	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	703											
71	70	417/2	417/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	704											
71	70	209	209	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	705		articAccentAbove									
71	70	210	210	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	706											
71	70	415/2	415/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	707											
71	70	209	209	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	708											
72	71	421/2	421/2	0.75	0	0	Chord	6/8	1	1	3/16			1/8	3/2	709											
72	71	845/4	845/4	0.0	3/16	3/16	Spanner	6/8	1	1	0															17	
72	71	845/4	845/4	0.08333333333333333	3/16	3/16	Chord	6/8	1	1	1/48			1/32	2/3	710									101	17	
72	71	634/3	634/3	0.08333333333333333	5/24	5/24	Chord	6/8	1	1	1/48			1/32	2/3	711									101	17	
72	71	2537/12	2537/12	0.08333333333333333	11/48	11/48	Chord	6/8	1	1	1/48			1/32	2/3	712									101	17	
72	71	423/2	423/2	0.08333333333333333	1/4	1/4	Chord	6/8	1	1	1/48			1/32	2/3	713									101	17	
72	71	2539/12	2539/12	0.08333333333333333	13/48	13/48	Chord	6/8	1	1	1/48			1/32	2/3	714									101	17	
72	71	635/3	635/3	0.08333333333333333	7/24	7/24	Chord	6/8	1	1	1/48			1/32	2/3	715									101	17	
72	71	847/4	847/4	0.08333333333333333	5/16	5/16	Chord	6/8	1	1	1/48			1/32	2/3	716									101	17	
72	71	1271/6	1271/6	0.0	1/3	1/3	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>più</i><font size=""9.3787""/><font face=""Opus Text Std""/> f"						101		
72	71	1271/6	1271/6	0.0	1/3	1/3	Spanner	6/8	1	1	0														101		
72	71	1271/6	1271/6	0.08333333333333333	1/3	1/3	Chord	6/8	1	1	1/48			1/32	2/3	717									101		
72	71	2543/12	2543/12	0.08333333333333333	17/48	17/48	Chord	6/8	1	1	1/48			1/32	2/3	718											
72	71	212	212	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	719									102		
72	71	425/2	425/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	720									102		
72	71	853/4	853/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	721											
72	71	421/2	421/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	722											
72	71	211	211	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	723											
72	71	213	213	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	724											
72	71	421/2	421/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	725											
72	71	212	212	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	726		articAccentBelow									
73	72	427/2	427/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	727									103		
73	72	214	214	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	728											
73	72	857/4	857/4	0.125	3/16	3/16	Chord	6/8	1	1	1/32			1/32	1	729									104		
73	72	1715/8	1715/8	0.125	7/32	7/32	Chord	6/8	1	1	1/32			1/32	1	730									104		
73	72	429/2	429/2	0.1	1/4	1/4	Chord	6/8	1	1	1/40			1/32	4/5	731									104		
73	72	1073/5	1073/5	0.1	11/40	11/40	Chord	6/8	1	1	1/40			1/32	4/5	732									104		
73	72	2147/10	2147/10	0.1	3/10	3/10	Chord	6/8	1	1	1/40			1/32	4/5	733									104		
73	72	1074/5	1074/5	0.1	13/40	13/40	Chord	6/8	1	1	1/40			1/32	4/5	734									104		
73	72	2149/10	2149/10	0.1	7/20	7/20	Chord	6/8	1	1	1/40			1/32	4/5	735											
73	72	215	215	0.0	3/8	3/8	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>più </i>"								
73	72	215	215	0.0	3/8	3/8	Dynamic	6/8	1	1	0						f										
73	72	215	215	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	736											
73	72	431/2	431/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	737											
73	72	216	216	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	738											
73	72	215	215	0.5	3/8	3/8	Chord	6/8	1	2	1/8			1/8	1	739											
73	72	431/2	431/2	1.0	1/2	1/2	Chord	6/8	1	2	1/4			1/4	1	740											
73	72	427/2	427/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	741											
73	72	214	214	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	742											
73	72	429/2	429/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	743											
73	72	215	215	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	744											
73	72	216	216	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	745											
73	72	427/2	427/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	746											
73	72	215	215	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	747											
74	73	433/2	433/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	748											
74	73	217	217	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	749											
74	73	218	218	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	750		articAccentAbove							105		
74	73	219	219	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	751											
74	73	433/2	433/2	1.0	0	0	Chord	6/8	1	2	1/4			1/4	1	752											
74	73	218	218	0.5	3/8	3/8	Chord	6/8	1	2	1/8			1/8	1	753											
74	73	437/2	437/2	0.5	1/2	1/2	Chord	6/8	1	2	1/8			1/8	1	754											
74	73	219	219	0.5	5/8	5/8	Chord	6/8	1	2	1/8			1/8	1	755											
74	73	433/2	433/2	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	756											
74	73	867/4	867/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	757											
74	73	217	217	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	758											
74	73	869/4	869/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	759											
74	73	435/2	435/2	0.0625	1/4	1/4	Chord	6/8	2	1	1/64			1/64	1	760											
74	73	3481/16	3481/16	0.0625	17/64	17/64	Chord	6/8	2	1	1/64			1/64	1	761											
74	73	1741/8	1741/8	0.0625	9/32	9/32	Chord	6/8	2	1	1/64			1/64	1	762											
74	73	3483/16	3483/16	0.0625	19/64	19/64	Chord	6/8	2	1	1/64			1/64	1	763											
74	73	871/4	871/4	0.0625	5/16	5/16	Chord	6/8	2	1	1/64			1/64	1	764											
74	73	3485/16	3485/16	0.0625	21/64	21/64	Chord	6/8	2	1	1/64			1/64	1	765											
74	73	1743/8	1743/8	0.0625	11/32	11/32	Chord	6/8	2	1	1/64			1/64	1	766											
74	73	3487/16	3487/16	0.0625	23/64	23/64	Chord	6/8	2	1	1/64			1/64	1	767											
74	73	218	218	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	768											
74	73	873/4	873/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	769											
74	73	437/2	437/2	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	770											
74	73	875/4	875/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	771											
74	73	219	219	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	772											
74	73	877/4	877/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	773											
74	73	433/2	433/2	1.0	0	0	Chord	6/8	2	2	1/4			1/4	1	774											
75	74	439/2	439/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>molto espress.</i>"								
75	74	439/2	439/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	775									106		
75	74	220	220	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	776									106		
75	74	883/4	883/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	777											
75	74	221	221	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	778									107		
75	74	222	222	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	779											
75	74	439/2	439/2	0.08333333333333333	0	0	Chord	6/8	1	2	1/48			1/32	2/3	780											
75	74	2635/12	2635/12	0.08333333333333333	1/48	1/48	Chord	6/8	1	2	1/48			1/32	2/3	781											
75	74	659/3	659/3	0.08333333333333333	1/24	1/24	Chord	6/8	1	2	1/48			1/32	2/3	782											
75	74	879/4	879/4	0.08333333333333333	1/16	1/16	Chord	6/8	1	2	1/48			1/32	2/3	783											
75	74	1319/6	1319/6	0.08333333333333333	1/12	1/12	Chord	6/8	1	2	1/48			1/32	2/3	784											
75	74	2639/12	2639/12	0.08333333333333333	5/48	5/48	Chord	6/8	1	2	1/48			1/32	2/3	785											
75	74	220	220	0.08333333333333333	1/8	1/8	Chord	6/8	1	2	1/48			1/32	2/3	786											
75	74	2641/12	2641/12	0.08333333333333333	7/48	7/48	Chord	6/8	1	2	1/48			1/32	2/3	787											
75	74	1321/6	1321/6	0.08333333333333333	1/6	1/6	Chord	6/8	1	2	1/48			1/32	2/3	788											
75	74	881/4	881/4	0.08333333333333333	3/16	3/16	Chord	6/8	1	2	1/48			1/32	2/3	789											
75	74	661/3	661/3	0.08333333333333333	5/24	5/24	Chord	6/8	1	2	1/48			1/32	2/3	790											
75	74	2645/12	2645/12	0.08333333333333333	11/48	11/48	Chord	6/8	1	2	1/48			1/32	2/3	791											
75	74	441/2	441/2	0.08333333333333333	1/4	1/4	Chord	6/8	1	2	1/48			1/32	2/3	792											
75	74	2647/12	2647/12	0.08333333333333333	13/48	13/48	Chord	6/8	1	2	1/48			1/32	2/3	793											
75	74	662/3	662/3	0.08333333333333333	7/24	7/24	Chord	6/8	1	2	1/48			1/32	2/3	794											
75	74	883/4	883/4	0.08333333333333333	5/16	5/16	Chord	6/8	1	2	1/48			1/32	2/3	795											
75	74	1325/6	1325/6	0.08333333333333333	1/3	1/3	Chord	6/8	1	2	1/48			1/32	2/3	796											
75	74	2651/12	2651/12	0.08333333333333333	17/48	17/48	Chord	6/8	1	2	1/48			1/32	2/3	797											
75	74	221	221	0.08333333333333333	3/8	3/8	Chord	6/8	1	2	1/48			1/32	2/3	798											
75	74	2653/12	2653/12	0.08333333333333333	19/48	19/48	Chord	6/8	1	2	1/48			1/32	2/3	799											
75	74	1327/6	1327/6	0.08333333333333333	5/12	5/12	Chord	6/8	1	2	1/48			1/32	2/3	800											
75	74	885/4	885/4	0.08333333333333333	7/16	7/16	Chord	6/8	1	2	1/48			1/32	2/3	801											
75	74	664/3	664/3	0.08333333333333333	11/24	11/24	Chord	6/8	1	2	1/48			1/32	2/3	802											
75	74	2657/12	2657/12	0.08333333333333333	23/48	23/48	Chord	6/8	1	2	1/48			1/32	2/3	803											
75	74	443/2	443/2	0.08333333333333333	1/2	1/2	Chord	6/8	1	2	1/48			1/32	2/3	804											
75	74	2659/12	2659/12	0.08333333333333333	25/48	25/48	Chord	6/8	1	2	1/48			1/32	2/3	805											
75	74	665/3	665/3	0.08333333333333333	13/24	13/24	Chord	6/8	1	2	1/48			1/32	2/3	806											
75	74	887/4	887/4	0.08333333333333333	9/16	9/16	Chord	6/8	1	2	1/48			1/32	2/3	807											
75	74	1331/6	1331/6	0.08333333333333333	7/12	7/12	Chord	6/8	1	2	1/48			1/32	2/3	808											
75	74	2663/12	2663/12	0.08333333333333333	29/48	29/48	Chord	6/8	1	2	1/48			1/32	2/3	809											
75	74	222	222	0.08333333333333333	5/8	5/8	Chord	6/8	1	2	1/48			1/32	2/3	810											
75	74	2665/12	2665/12	0.08333333333333333	31/48	31/48	Chord	6/8	1	2	1/48			1/32	2/3	811											
75	74	1333/6	1333/6	0.08333333333333333	2/3	2/3	Chord	6/8	1	2	1/48			1/32	2/3	812											
75	74	889/4	889/4	0.08333333333333333	11/16	11/16	Chord	6/8	1	2	1/48			1/32	2/3	813											
75	74	667/3	667/3	0.08333333333333333	17/24	17/24	Chord	6/8	1	2	1/48			1/32	2/3	814											
75	74	2669/12	2669/12	0.08333333333333333	35/48	35/48	Chord	6/8	1	2	1/48			1/32	2/3	815											
75	74	439/2	439/2	0.0	0	0	Dynamic	6/8	2	1	0						ff										
75	74	439/2	439/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	816											
75	74	221	221	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	817											
76	75	445/2	445/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	818									108		
76	75	223	223	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	819									108		
76	75	895/4	895/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	820											
76	75	224	224	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	821									109		
76	75	449/2	449/2	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	822											
76	75	445/2	445/2	0.08333333333333333	0	0	Chord	6/8	1	2	1/48			1/32	2/3	823											
76	75	2671/12	2671/12	0.08333333333333333	1/48	1/48	Chord	6/8	1	2	1/48			1/32	2/3	824											
76	75	668/3	668/3	0.08333333333333333	1/24	1/24	Chord	6/8	1	2	1/48			1/32	2/3	825											
76	75	891/4	891/4	0.08333333333333333	1/16	1/16	Chord	6/8	1	2	1/48			1/32	2/3	826											
76	75	1337/6	1337/6	0.08333333333333333	1/12	1/12	Chord	6/8	1	2	1/48			1/32	2/3	827											
76	75	2675/12	2675/12	0.08333333333333333	5/48	5/48	Chord	6/8	1	2	1/48			1/32	2/3	828											
76	75	223	223	0.08333333333333333	1/8	1/8	Chord	6/8	1	2	1/48			1/32	2/3	829											
76	75	2677/12	2677/12	0.08333333333333333	7/48	7/48	Chord	6/8	1	2	1/48			1/32	2/3	830											
76	75	1339/6	1339/6	0.08333333333333333	1/6	1/6	Chord	6/8	1	2	1/48			1/32	2/3	831											
76	75	893/4	893/4	0.08333333333333333	3/16	3/16	Chord	6/8	1	2	1/48			1/32	2/3	832											
76	75	670/3	670/3	0.08333333333333333	5/24	5/24	Chord	6/8	1	2	1/48			1/32	2/3	833											
76	75	2681/12	2681/12	0.08333333333333333	11/48	11/48	Chord	6/8	1	2	1/48			1/32	2/3	834											
76	75	447/2	447/2	0.08333333333333333	1/4	1/4	Chord	6/8	1	2	1/48			1/32	2/3	835											
76	75	2683/12	2683/12	0.08333333333333333	13/48	13/48	Chord	6/8	1	2	1/48			1/32	2/3	836											
76	75	671/3	671/3	0.08333333333333333	7/24	7/24	Chord	6/8	1	2	1/48			1/32	2/3	837											
76	75	895/4	895/4	0.08333333333333333	5/16	5/16	Chord	6/8	1	2	1/48			1/32	2/3	838											
76	75	1343/6	1343/6	0.08333333333333333	1/3	1/3	Chord	6/8	1	2	1/48			1/32	2/3	839											
76	75	2687/12	2687/12	0.08333333333333333	17/48	17/48	Chord	6/8	1	2	1/48			1/32	2/3	840											
76	75	224	224	0.08333333333333333	3/8	3/8	Chord	6/8	1	2	1/48			1/32	2/3	841											
76	75	2689/12	2689/12	0.08333333333333333	19/48	19/48	Chord	6/8	1	2	1/48			1/32	2/3	842											
76	75	1345/6	1345/6	0.08333333333333333	5/12	5/12	Chord	6/8	1	2	1/48			1/32	2/3	843											
76	75	897/4	897/4	0.08333333333333333	7/16	7/16	Chord	6/8	1	2	1/48			1/32	2/3	844											
76	75	673/3	673/3	0.08333333333333333	11/24	11/24	Chord	6/8	1	2	1/48			1/32	2/3	845											
76	75	2693/12	2693/12	0.08333333333333333	23/48	23/48	Chord	6/8	1	2	1/48			1/32	2/3	846											
76	75	449/2	449/2	0.08333333333333333	1/2	1/2	Chord	6/8	1	2	1/48			1/32	2/3	847											
76	75	2695/12	2695/12	0.08333333333333333	25/48	25/48	Chord	6/8	1	2	1/48			1/32	2/3	848											
76	75	674/3	674/3	0.08333333333333333	13/24	13/24	Chord	6/8	1	2	1/48			1/32	2/3	849											
76	75	899/4	899/4	0.08333333333333333	9/16	9/16	Chord	6/8	1	2	1/48			1/32	2/3	850											
76	75	1349/6	1349/6	0.08333333333333333	7/12	7/12	Chord	6/8	1	2	1/48			1/32	2/3	851											
76	75	2699/12	2699/12	0.08333333333333333	29/48	29/48	Chord	6/8	1	2	1/48			1/32	2/3	852											
76	75	225	225	0.08333333333333333	5/8	5/8	Chord	6/8	1	2	1/48			1/32	2/3	853											
76	75	2701/12	2701/12	0.08333333333333333	31/48	31/48	Chord	6/8	1	2	1/48			1/32	2/3	854											
76	75	1351/6	1351/6	0.08333333333333333	2/3	2/3	Chord	6/8	1	2	1/48			1/32	2/3	855											
76	75	901/4	901/4	0.08333333333333333	11/16	11/16	Chord	6/8	1	2	1/48			1/32	2/3	856											
76	75	676/3	676/3	0.08333333333333333	17/24	17/24	Chord	6/8	1	2	1/48			1/32	2/3	857											
76	75	2705/12	2705/12	0.08333333333333333	35/48	35/48	Chord	6/8	1	2	1/48			1/32	2/3	858											
76	75	445/2	445/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	859											
76	75	224	224	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	860											
76	75	225	225	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	861											
76	75	224	224	1.5	3/8	3/8	Chord	6/8	2	2	3/8			1/4	3/2	862											
77	76	451/2	451/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	863									110		
77	76	226	226	0.75	1/8	1/8	Chord	6/8	1	1	3/16			1/8	3/2	864									110		
77	76	907/4	907/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	865											
77	76	227	227	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	866									111		
77	76	455/2	455/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	867											
77	76	228	228	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	868											
77	76	451/2	451/2	1.0	0	0	Chord	6/8	1	2	1/4			1/4	1	869											
77	76	453/2	453/2	0.5	1/4	1/4	Chord	6/8	1	2	1/8			1/8	1	870											
77	76	451/2	451/2	0.08333333333333333	0	0	Chord	6/8	2	1	1/48			1/32	2/3	871											
77	76	2707/12	2707/12	0.08333333333333333	1/48	1/48	Chord	6/8	2	1	1/48			1/32	2/3	872											
77	76	677/3	677/3	0.08333333333333333	1/24	1/24	Chord	6/8	2	1	1/48			1/32	2/3	873											
77	76	903/4	903/4	0.08333333333333333	1/16	1/16	Chord	6/8	2	1	1/48			1/32	2/3	874											
77	76	1355/6	1355/6	0.08333333333333333	1/12	1/12	Chord	6/8	2	1	1/48			1/32	2/3	875											
77	76	2711/12	2711/12	0.08333333333333333	5/48	5/48	Chord	6/8	2	1	1/48			1/32	2/3	876											
77	76	226	226	0.08333333333333333	1/8	1/8	Chord	6/8	2	1	1/48			1/32	2/3	877											
77	76	2713/12	2713/12	0.08333333333333333	7/48	7/48	Chord	6/8	2	1	1/48			1/32	2/3	878											
77	76	1357/6	1357/6	0.08333333333333333	1/6	1/6	Chord	6/8	2	1	1/48			1/32	2/3	879											
77	76	905/4	905/4	0.08333333333333333	3/16	3/16	Chord	6/8	2	1	1/48			1/32	2/3	880											
77	76	679/3	679/3	0.08333333333333333	5/24	5/24	Chord	6/8	2	1	1/48			1/32	2/3	881											
77	76	2717/12	2717/12	0.08333333333333333	11/48	11/48	Chord	6/8	2	1	1/48			1/32	2/3	882											
77	76	453/2	453/2	0.08333333333333333	1/4	1/4	Chord	6/8	2	1	1/48			1/32	2/3	883											
77	76	2719/12	2719/12	0.08333333333333333	13/48	13/48	Chord	6/8	2	1	1/48			1/32	2/3	884											
77	76	680/3	680/3	0.08333333333333333	7/24	7/24	Chord	6/8	2	1	1/48			1/32	2/3	885											
77	76	907/4	907/4	0.08333333333333333	5/16	5/16	Chord	6/8	2	1	1/48			1/32	2/3	886											
77	76	1361/6	1361/6	0.08333333333333333	1/3	1/3	Chord	6/8	2	1	1/48			1/32	2/3	887											
77	76	2723/12	2723/12	0.08333333333333333	17/48	17/48	Chord	6/8	2	1	1/48			1/32	2/3	888											
77	76	227	227	0.08333333333333333	3/8	3/8	Chord	6/8	2	1	1/48			1/32	2/3	889											
77	76	2725/12	2725/12	0.08333333333333333	19/48	19/48	Chord	6/8	2	1	1/48			1/32	2/3	890											
77	76	1363/6	1363/6	0.08333333333333333	5/12	5/12	Chord	6/8	2	1	1/48			1/32	2/3	891											
77	76	909/4	909/4	0.08333333333333333	7/16	7/16	Chord	6/8	2	1	1/48			1/32	2/3	892											
77	76	682/3	682/3	0.08333333333333333	11/24	11/24	Chord	6/8	2	1	1/48			1/32	2/3	893											
77	76	2729/12	2729/12	0.08333333333333333	23/48	23/48	Chord	6/8	2	1	1/48			1/32	2/3	894											
77	76	455/2	455/2	0.08333333333333333	1/2	1/2	Chord	6/8	2	1	1/48			1/32	2/3	895											
77	76	2731/12	2731/12	0.08333333333333333	25/48	25/48	Chord	6/8	2	1	1/48			1/32	2/3	896											
77	76	683/3	683/3	0.08333333333333333	13/24	13/24	Chord	6/8	2	1	1/48			1/32	2/3	897											
77	76	911/4	911/4	0.08333333333333333	9/16	9/16	Chord	6/8	2	1	1/48			1/32	2/3	898											
77	76	1367/6	1367/6	0.08333333333333333	7/12	7/12	Chord	6/8	2	1	1/48			1/32	2/3	899											
77	76	2735/12	2735/12	0.08333333333333333	29/48	29/48	Chord	6/8	2	1	1/48			1/32	2/3	900											
77	76	228	228	0.08333333333333333	5/8	5/8	Chord	6/8	2	1	1/48			1/32	2/3	901											
77	76	2737/12	2737/12	0.08333333333333333	31/48	31/48	Chord	6/8	2	1	1/48			1/32	2/3	902											
77	76	1369/6	1369/6	0.08333333333333333	2/3	2/3	Chord	6/8	2	1	1/48			1/32	2/3	903											
77	76	913/4	913/4	0.08333333333333333	11/16	11/16	Chord	6/8	2	1	1/48			1/32	2/3	904											
77	76	685/3	685/3	0.08333333333333333	17/24	17/24	Chord	6/8	2	1	1/48			1/32	2/3	905											
77	76	2741/12	2741/12	0.08333333333333333	35/48	35/48	Chord	6/8	2	1	1/48			1/32	2/3	906											
77	76	228	228	0.5	5/8	5/8	Chord	6/8	2	2	1/8			1/8	1	907											
78	77	457/2	457/2	0.0	0	0	StaffText	6/8	1	1	0								"<font size=""9.3787""/><font face=""Plantin MT Std""/><i>sempre </i>"								
78	77	457/2	457/2	0.0	0	0	Dynamic	6/8	1	1	0						f										
78	77	457/2	457/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	908		articMarcatoAbove									
78	77	230	230	0.0	3/8	3/8	Spanner	6/8	1	1	0															18	
78	77	230	230	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	909									112	18	
78	77	461/2	461/2	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	910									112	18	
78	77	925/4	925/4	0.0	11/16	11/16	Spanner	6/8	1	1	0																
78	77	925/4	925/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	911											
78	77	457/2	457/2	0.5	0	0	Chord	6/8	1	2	1/8			1/8	1	912									113		
78	77	229	229	0.25	1/8	1/8	Chord	6/8	1	2	1/16			1/16	1	913									113		
78	77	917/4	917/4	0.25	3/16	3/16	Chord	6/8	1	2	1/16			1/16	1	914									113		
78	77	459/2	459/2	0.375	1/4	1/4	Chord	6/8	1	2	3/32			1/16	3/2	915									113		
78	77	1839/8	1839/8	0.125	11/32	11/32	Chord	6/8	1	2	1/32			1/32	1	916											
78	77	230	230	0.5	3/8	3/8	Chord	6/8	1	2	1/8			1/8	1	917											
78	77	457/2	457/2	0.08333333333333333	0	0	Chord	6/8	2	1	1/48			1/32	2/3	918											
78	77	2743/12	2743/12	0.08333333333333333	1/48	1/48	Chord	6/8	2	1	1/48			1/32	2/3	919											
78	77	686/3	686/3	0.08333333333333333	1/24	1/24	Chord	6/8	2	1	1/48			1/32	2/3	920											
78	77	915/4	915/4	0.08333333333333333	1/16	1/16	Chord	6/8	2	1	1/48			1/32	2/3	921											
78	77	1373/6	1373/6	0.08333333333333333	1/12	1/12	Chord	6/8	2	1	1/48			1/32	2/3	922											
78	77	2747/12	2747/12	0.08333333333333333	5/48	5/48	Chord	6/8	2	1	1/48			1/32	2/3	923											
78	77	229	229	0.08333333333333333	1/8	1/8	Chord	6/8	2	1	1/48			1/32	2/3	924											
78	77	2749/12	2749/12	0.08333333333333333	7/48	7/48	Chord	6/8	2	1	1/48			1/32	2/3	925											
78	77	1375/6	1375/6	0.08333333333333333	1/6	1/6	Chord	6/8	2	1	1/48			1/32	2/3	926											
78	77	917/4	917/4	0.08333333333333333	3/16	3/16	Chord	6/8	2	1	1/48			1/32	2/3	927											
78	77	688/3	688/3	0.08333333333333333	5/24	5/24	Chord	6/8	2	1	1/48			1/32	2/3	928											
78	77	2753/12	2753/12	0.08333333333333333	11/48	11/48	Chord	6/8	2	1	1/48			1/32	2/3	929											
78	77	459/2	459/2	0.08333333333333333	1/4	1/4	Chord	6/8	2	1	1/48			1/32	2/3	930											
78	77	2755/12	2755/12	0.08333333333333333	13/48	13/48	Chord	6/8	2	1	1/48			1/32	2/3	931											
78	77	689/3	689/3	0.08333333333333333	7/24	7/24	Chord	6/8	2	1	1/48			1/32	2/3	932											
78	77	919/4	919/4	0.08333333333333333	5/16	5/16	Chord	6/8	2	1	1/48			1/32	2/3	933											
78	77	1379/6	1379/6	0.08333333333333333	1/3	1/3	Chord	6/8	2	1	1/48			1/32	2/3	934											
78	77	2759/12	2759/12	0.08333333333333333	17/48	17/48	Chord	6/8	2	1	1/48			1/32	2/3	935											
78	77	230	230	0.08333333333333333	3/8	3/8	Chord	6/8	2	1	1/48			1/32	2/3	936											
78	77	2761/12	2761/12	0.08333333333333333	19/48	19/48	Chord	6/8	2	1	1/48			1/32	2/3	937											
78	77	1381/6	1381/6	0.08333333333333333	5/12	5/12	Chord	6/8	2	1	1/48			1/32	2/3	938											
78	77	921/4	921/4	0.08333333333333333	7/16	7/16	Chord	6/8	2	1	1/48			1/32	2/3	939											
78	77	691/3	691/3	0.08333333333333333	11/24	11/24	Chord	6/8	2	1	1/48			1/32	2/3	940											
78	77	2765/12	2765/12	0.08333333333333333	23/48	23/48	Chord	6/8	2	1	1/48			1/32	2/3	941											
78	77	461/2	461/2	0.08333333333333333	1/2	1/2	Chord	6/8	2	1	1/48			1/32	2/3	942											
78	77	2767/12	2767/12	0.08333333333333333	25/48	25/48	Chord	6/8	2	1	1/48			1/32	2/3	943											
78	77	692/3	692/3	0.08333333333333333	13/24	13/24	Chord	6/8	2	1	1/48			1/32	2/3	944											
78	77	923/4	923/4	0.08333333333333333	9/16	9/16	Chord	6/8	2	1	1/48			1/32	2/3	945											
78	77	1385/6	1385/6	0.08333333333333333	7/12	7/12	Chord	6/8	2	1	1/48			1/32	2/3	946											
78	77	2771/12	2771/12	0.08333333333333333	29/48	29/48	Chord	6/8	2	1	1/48			1/32	2/3	947											
78	77	231	231	0.08333333333333333	5/8	5/8	Chord	6/8	2	1	1/48			1/32	2/3	948											
78	77	2773/12	2773/12	0.08333333333333333	31/48	31/48	Chord	6/8	2	1	1/48			1/32	2/3	949											
